id,dateiso,entry
321,1977-12-23,tension en Tenerife ante el anuncio de acciones terroristas por el MPAIAC
322,1977-12-24,los partidos vascos mantienen la convocatoria de movilizaciones por la preautonomia tras la entrevista con Suarez
323,1977-12-28,atentado contra las oficinas de la empresa Aguas del Norte
324,1977-12-29,robo de 900 kilos de goma-2
325,1977-12-30,"desactivada una bomba colocada en la estacion de Atoca de Madrid, reivindicada por el MPAIAC"
326,1977-12-30,nuevo robo de mas de 300 kilos de explosivos
327,1978-01-05,la Hermandad Nacional de Combatientes de Tercios Requetes se opene a la integracion de Navarra en el Pais Vasco
328,1978-01-06,ETA Militar reivindica el robo de goma-2 de la localidad vizcaina de Galdacano el 28 de diciembre de 1977
329,1978-01-07,"ETA Militar reivindica el atentado contra Industrias Electricas Francisco Benito Delgado, SA en San Sebastian"
330,1978-01-08,2 policias armados resultan heridos en Elbar (Guipuzcoa) al hacer explosion un artefacto colocado en su coche
331,1978-01-08,concentracion en San Juan de la Luz por la negativa francesa de conceder cartas de permanencia a refugiados vasscos
332,1978-01-08,descubiertos varios kilos de goma-2 junto a un cuartelde la Policia Armada de Pamplona
333,1978-01-10,"a disposicion judicial Francisco Javier Elcarte, presunto miembro de ETA implicado en un atentado contra la policia"
334,1978-01-10,ETA Militar reivindica los atentados contra el cuartel de la G.C.de Ondarroa y las dependencias de Elbar
335,1978-01-12,la coalicion senatorial Entesa del Catalans inicia su campana popular pro estatuto de autonomia
336,1978-01-14,"marcha desde Villafranca de Ordicia a Alzaga para asistiral funeral del etarra Sarasola, muerto el 11 de enero"
337,1978-01-17,"12 manifestaciones pro ETA en Vizcaya, Guipuzcoa y Navarra por los sucesos de Pamplona y la muerte de un etarra"
338,1978-01-19,atraco de ETA a una sucursal del Banco de Bilbao en Las Arenas (Vizcaya) con un botin de 8 milliones de pesetas
339,1978-01-19,"atraco de ETA a una sucursal del Banco de Bilbao en Las Arenas (Vizcaya) con un botin de 8,000,000 de pesetas"
340,1978-01-20,explosiona un artefacto de goma-2 en el Centro de Iniciativas Turisticas de Tenerife
341,1978-01-20,manifestaciones y barricadas en Bilbao tras un funeral por los etarras muertos en un enfretamiento con la policia
342,1978-01-22,"secuestro en Pamplona durante una hora de un empleado del Bilbao por dos personas armadas, posibles miembros de ETA"
343,1978-01-22,violentos enfrentamientos en Pamplona entre ciudadanos y fuerzas del orden a la salida de un funeral por ETA
344,1978-01-24,el MPAIAC reivindica la colocacion de 3 artefactos de goma-2 en sucursales de los bancos de Bilbao y de Santander
345,1978-01-24,reunion del Gobierno vasco en exilio para tratar de la violencia de ETA y la de las fuerzas del orden publico
346,1978-01-26,2 atentados en Tenerife contra Correos y un hotel
347,1978-01-26,desveladas en el diario El Pensamiento Navarro supuestas instrucciones de ETA a sus comandos legales
348,1978-01-28,"atraco a la Caja de Ahorros de Navarraen Pamplona con un botin de 300,000 pesetas"
349,1978-01-28,fuerzas sindicales y politicas del Pais Vasco preparan una campana politica contra la violencia de ETA en el Pais Vasco
350,1978-01-28,suspendidas las emisiones de la estacion del MPAIAC de Cubillo desde Argel a las Canarias
351,1978-01-28,tiroteados 2 guardias civiles en la puerta principal del Gobierno Civil de Vizcaya
352,1978-02-02,atentado contra las instalaciones de Cepsa en Tenerife
353,1978-02-03,atentado del MPAIAC contra el monumento a Cervantes en la Plaza de Espana de Madrid
354,1978-02-03,ETA reivindica 2 atentados en Guipuzcoa y varias amenazas de bomba
355,1978-02-07,atentado contra la estacion de enlace de RTVE en Villa-Jimena (Palencia) deja sin TV todo el norte de Espana
356,1978-02-09,explosion de una bomba en la residencia militar de Tenerife
357,1978-02-10,ETA reivindica el atentado cometido contra un cuartel de la g.c. en San Sebastian
358,1978-02-14,5 partidos politicos piden a ETA el abandono de la lucha armada
359,1978-02-14,"explosion de una pequena bomba en el Ministerio de Asuntos Exteriores, reivindicado al MPAIAC"
360,1978-02-14,reunion de las fuerzas politicas de Euskadi para la preparacion del Aberri Eguna
361,1978-02-15,ETA reivindica el ametrallamiento del cuartel de la g.c. en Galdacano
362,1978-02-15,"intervencion de Cubillo en la reunion de la OUA pidiendo para el MPAIAC estatuto de ""movimiento de liberacion"""
363,1978-02-17,"anuncio de la celebracion de la jornada autonomista de Castilla y Leon, convocada por varios partidos politicos"
364,1978-02-18,posibles movilizaciones por la izquierda gallega ante la promulgacion del estatuto de preautonomia
365,1978-02-21,atentado de ETA contra un coche de la g.c. en Guipuzcoa
366,1978-02-23,varias personas abandonan Irun bajo las amenazas de un atentado de ETA
367,1978-02-25,"herido grave al guardia municipal, ametrallado por ETA en Santurce [*murio 4-8-78]"
368,1978-02-25,un atentado con bomba en Tenerife en el que resulto herido un policia
369,1978-03-02,ETA comienza una campana contra la energia nuclear en el Pais Vasco haciendo estallar varios artefactos contra Iberduero
370,1978-03-03,ETApm reivindica los atentados contra Iberduero llevadosa cabo en el Pais Vasco y Navarra
371,1978-03-05,celebradas manifestaciones pro autonomia en distintas ciudades de Castilla y Leon
372,1978-03-05,encontrada municion utilizada por ETA en la furgoneta de la Policia Armada ametrallada en Bilbao
373,1978-03-07,"mas de 80,000 personas pidieron autonomia para Castilla y Leon en manifestaciones en Valladolid, Burgos y Segovia"
374,1978-03-07,muertos 2 policias armados y otros 3 mas heridos al ser ametrallado por ETA su jeep en Vitoria el pasada dia 5
375,1978-03-10,"10,000 manifestantesen Barcelona piden amnistia para los condenados en consejo de guerra de Els Joglars"
376,1978-03-11,ETA asesina a un g.c. retirado en las afueras de San Sebastian
377,1978-03-14,declaracion politica de los parlamentarios valencianos para dar mayor libertad a la region
378,1978-03-15,comienza de la semana pro autonomia de Leon cuyos organizadores rechazan la union con Castilla
379,1978-03-17,"ex teniente de alcalde fallece en atentado en la autopista Bilbao-Behovia, donde trabajaba"
380,1978-03-18,ETA hace estallar una bomba en la central nuclear de Lemoniz causando la muerte de 2 trabajadores y heridas a 4
381,1978-03-21,ETA insiste en la necesidad de la lucha armada hasta lograr la independencia de Euskadi en un documento publico
382,1978-03-21,propietario de un bar herido en Durango el pasado dia 19 por disparos de unos desconocidos
383,1978-03-24,"las fuerzas politicas apoyan la regionalizacion del diario ""Baleares"""
384,1978-03-28,"200,000 personas se manifiestaron en el Pais Vasco en el primer Aberri Eguna legal y pacifico"
385,1978-03-28,detenidas varias personas en la manifestacion del Aberri Eguna en Pamplona por llevar pegatinas de ETA
386,1978-03-29,informe de los gobiernos civiles de las provincias vascas sobre el desarrollo del Aberri Eguna
387,1978-03-29,presentacion publica en Santiago de la Asamblea Nacional Popular Gallega
388,1978-03-31,el MPAIAC reivindica el atentado contra el Museo del Ejercito de Madrid en el que se produjo un conato de incendio
389,1978-04-02,perpetrado un atentado contra un repetidor de Iberdueroen Guecho
390,1978-04-04,desactivadosen el cuartel de la G.C. de Hernani (Guipuzcoa) 5 kilosde goma-2
391,1978-04-04,resulta herido un g.c. en Vizcaya por disparos de 2 desconocidos
392,1978-04-06,explota una bomba en una comisaria de policia canaria
393,1978-04-08,hacen explosion varios artefactos contra instalaciones de Iberduero en Bilbao
394,1978-04-12,"Argelia utiliza ante la OUA el atentado contra el lider del MPAIAC, Antonion Cubillo"
395,1978-04-12,incidentes en el funeral del policia municipal muerto en atentado el pasado 24 de febrero
396,1978-04-12,una voz anonima anuncia la colocacion de explosivos en la central nuclear de Lemoniz
397,1978-04-15,ametrallado en Azcoitia el ex jefe del Movimiento por un comando de ETA
398,1978-04-16,ametrallados 2 policias municipales en Portugalete (Vizcaya) [1 herido grave]
399,1978-04-19,ETA reivindica el ametrallamiento de un jeep de la policia que vigilaba las oficinas de Iberduero
400,1978-04-23,enfrentamientos entre abertzales y militantes de Fuerza Nueva durante la Feria del Libro de Pamplona
401,1978-04-23,Entesa dels Catalans convoca una manifestacion en Barcelona pro estatuto de Cataluna
402,1978-04-25,"60,000 personas convocadas por Entesa dels Catalans abuchean al presidente Tarradellas en protesta por su gestion"
403,1978-04-25,la rivalidad y el mal tiempo obstaculizan la fiesta autonomista de Villalar
404,1978-04-27,crecientes protestas en Guipuzcoa por la entrega a la policia espanola de refugiados vascos en Francia
405,1978-04-27,la G.C. es objeto de 2 atentados en Hernani y Baracaldo
406,1978-04-28,ETA reivindica el atentado contra la fabrica de licores en Pamplona
407,1978-04-29,9 activistas de ETA se declaran en huelga de hambre en protesta por la extradicion de Vicente Aldalur Larranaga
408,1978-04-29,un atentado destruye parcialmente el teatro Campos Eliseos de Bilbao
409,1978-05-02,ametrallado un vehiculo de la G.C. en Beasain (Guipuzcoa)
410,1978-05-03,celebracion de la semana pro amnistia en el Pais Vasco
411,1978-05-05,atentado contra 2 policias en San Sebastian
412,1978-05-06,celebracion en Barcelona de los Juegos Florales de la Lengua Catalana
413,1978-05-07,encierros pro amnistia en San Sebastian y Pamplona
414,1978-05-07,homenaje en Bilbao y Algorta al lehendekari Jose Antoniode Aguirre
415,1978-05-09,encierros y manifestaciones en Pamplona en demanda de amnistia
416,1978-05-10,20 presos de la carcel de Martulene (Guipuzcoa) inician una huelga de hambre en peticion de una amnistia general
417,1978-05-10,"atentados de ETA en San Sebastian contra 2 guardias, asesinando 2"
418,1978-05-12,"muertos en Guernica, por disparos de g.c., los etarras J.M. Arrazola y A.G. Marmol"
419,1978-05-13,ETA amenaza con nuevos atentadosen represalia por la muerte de sus militantes Arrazola y Garcia
420,1978-05-13,"ETA envia docenas de cartas a empresarios vascos chantajeandoles con el denominado ""impuesto revolucionario"""
421,1978-05-14,2 g.c.y una mujer heridos por un comando de ETA
422,1978-05-14,"4,000 personas en el funeral por los etarras Arrazola y Garcia, muertos en Guernica"
423,1978-05-16,comunicado del PCE de Euskadi contra ETA
424,1978-05-16,enfrentamientos en Barcelona entre miembros del PCE (I) y la policia en una manifestacion en favor de ETA
425,1978-05-17,finaliza la huelga de hambre de 5 etarras encarcelados en Pamplona
426,1978-05-18,los hijos de guardias civiles continuan yendo a colegios de Guernica y Durango a pesar del temor al secuestro por ETA
427,1978-05-20,"ETApm reivindica el atentado contra Pedro Luis Iturribe, gerente de la empresa Teyca"
428,1978-05-21,intelectuales catalanes piden amnistia para Els Joglars
429,1978-05-21,tiroteo sobre la comisaria de Santurce pro un supuesto comando de ETA
430,1978-06-02,atentado sin victimas contra un jeep de la G.C. cerca de Bilbao
431,1978-06-03,herido un g.c. en atentado cometido en Baracaldo
432,1978-06-08,los partidos de extrema izquierda apoyan la manifestacion autonomista convocada por el PNV
433,1978-06-09,celebradas varias manifestaciones en favor de ETA en la provincia de Guipuzoca
434,1978-06-11,"carta de familiares de presos politicos a Carlos Garcia Valdes en protesta por el ""olvido"" a que estan sometidos"
435,1978-06-13,2 heridos de bala en Tolosa durante unos enfrentamientos motivados por un acto de homenaje al etarra Txabi
436,1978-06-13,ETA reivindica la bomba contra el Instituto Nacional de Prevision en Bilbao
437,1978-06-14,desactivado un paquete de 10 kilos de goma-2 colocado por ETApm en Guipuzcoa
438,1978-06-15,"atentado sin victimas en el cuartel de la g.c. del Puerto de la Luz, atribuido al MPAIAC"
439,1978-06-18,16 partidos navarros se manifiestan en contra de la Diputacion
440,1978-06-20,"atentado sin victimas en Las Palmas, contra las oficinas de la compania aerea de Surafrica"
441,1978-06-20,disuelta una manifestacion que pedia la libertad para los implicados en el asesinato del subteniente Eseverri
442,1978-06-20,"mas de 20,000 personas asisten al Festival de apoyo a la lengua vasca"
443,1978-06-20,un comando de ETApm asalta el Gobierno Militar de Guipuzcoa en una demostracion de fuerza
444,1978-06-21,explota una bomba en una calle de Las Palmas sin producir victimas
445,1978-06-23,ETApm interfiere ondas radiofonicas para reivindicar...
446,1978-06-24,"7,000 personas asisten en Oviedo a la manifestacion autonomista"
447,1978-06-24,"libertad condicional para 4 presuntos activistas de ETA, que fueron recibidos por unas 50 personas al salir del carcel"
448,1978-06-28,asesinado en San Sebastian el sargento de la Policia Armada y heridos 3 policias en atentado de ETA
449,1978-06-28,la izquierda abertzale convocara movilizaciones populares contra la constitucion coincidiendo con el Pleno
