"","country","year","Wbcode","region","oecd","guerilla","overall.conflict","riots","strikes","demos","assassinations","internet","computers","radios","tvs","newspapers","mdi","landlines","mobiles"
"3539","Albania",1988,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1726,0.08332,0.0436,9.984,0.01283,NA
"3644","Albania",1989,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1741,0.08474,0.0428,10.0546666666667,0.01275,NA
"3560","Albania",1990,"ALB","Europe & Central Asia ","Non-OECD",0,2375,4,1,7,0,NA,NA,0.1754,0.0862,0.041,10.0866666666667,0.01268,NA
"3476","Albania",1991,"ALB","Europe & Central Asia ","Non-OECD",0,2937,3,3,8,0,NA,NA,0.1778,0.08876,0.0432,10.3253333333333,0.01266,NA
"3679","Albania",1992,"ALB","Europe & Central Asia ","Non-OECD",0,312,1,0,0,0,NA,NA,0.1822,0.09099,0.0454,10.6196666666667,0.0126,NA
"3406","Albania",1993,"ALB","Europe & Central Asia ","Non-OECD",0,250,0,0,2,0,NA,NA,0.1928,0.09626,0.0478,11.2286666666667,0.01293,NA
"3609","Albania",1994,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2039,0.10197,0.0503,11.8723333333333,0.01595,NA
"3189","Albania",1995,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2155,0.10779,0.053,12.543,0.01967,NA
"3518","Albania",1996,"ALB","Europe & Central Asia ","Non-OECD",0,125,0,0,1,0,NA,0.0016,0.2492,0.12464,0.0508,14.1546666666667,0.02427,0.00018
"3714","Albania",1997,"ALB","Europe & Central Asia ","Non-OECD",0,7562,11,0,9,2,NA,0.0032,0.2553,0.12767,0.0587,14.7223333333333,0.02991,0.00047
"3707","Albania",1998,"ALB","Europe & Central Asia ","Non-OECD",0,1062,2,0,1,1,NA,0.0048,0.2615,0.13684,0.0618,15.338,0.0369,0.0013
"3651","Albania",1999,"ALB","Europe & Central Asia ","Non-OECD",0,250,0,0,0,0,0.000798,0.0064,0.265,0.14532,0.0651,15.8473333333333,0.04484,0.00351
"3735","Albania",2000,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.001117,0.008,NA,0.15315,NA,NA,0.05437,0.0095
"3567","Albania",2001,"ALB","Europe & Central Asia ","Non-OECD",0,250,0,0,0,0,0.00318,0.0095,0.3179,0.16089,NA,NA,0.06279,0.11128
"3665","Albania",2002,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.003802,0.0114,NA,0.1692,NA,NA,0.0697,0.26964
"3581","Albania",2003,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.009643,0.0135,NA,0.18129,0.0246,NA,0.07524,0.35358
"3497","Albania",2004,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.023985,0.0154,NA,NA,NA,NA,0.07966,0.40284
"3168","Albania",2005,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.059835,0.0172,NA,NA,NA,NA,0.08434,0.48701
"3392","Albania",2006,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.095027,0.038,NA,NA,NA,NA,0.08932,0.59711
"3280","Albania",2007,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.148487,0.041,NA,NA,NA,NA,0.09457,0.73215
"3210","Albania",2008,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.235331,0.0455,NA,NA,NA,NA,0.10781,0.98562
"3154","Albania",2009,"ALB","Europe & Central Asia ","Non-OECD",0,437,0,0,1,1,0.0406,NA,NA,NA,NA,NA,0.11336,0.76951
"3364","Albania",2010,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.044078,NA,NA,NA,NA,NA,0.1032,0.8368
"3546","Albania",2011,"ALB","Europe & Central Asia ","Non-OECD",0,6,1,0,2,0,0.047892,NA,NA,NA,NA,NA,NA,0.96094
"3672","Albania",2012,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.534683,NA,NA,NA,NA,NA,NA,NA
"3686","Albania",2013,"ALB","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"29345","Algeria",1962,"DZA","Middle East & North Africa ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.1327,0.00622,0.01,4.964,0.01728,NA
"29380","Algeria",1963,"DZA","Middle East & North Africa ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.1338,0.00606,0.0116,5.04866666666667,0.01423,NA
"29450","Algeria",1964,"DZA","Middle East & North Africa ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.1327,0.00856,0.0133,5.152,0.01194,NA
"29674","Algeria",1965,"DZA","Middle East & North Africa ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.1341,0.00838,0.015,5.24933333333333,0.0117,NA
"29534","Algeria",1966,"DZA","Middle East & North Africa ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.0452,0.00823,0.0147,2.271,0.01177,NA
"29464","Algeria",1967,"DZA","Middle East & North Africa ","Non-OECD",0,1875,0,0,0,0,NA,NA,0.0518,0.00797,0.0143,2.469,0.01187,NA
"29569","Algeria",1968,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0521,0.00772,0.014,2.46066666666667,0.01205,NA
"29576","Algeria",1969,"DZA","Middle East & North Africa ","Non-OECD",0,250,0,0,0,0,NA,NA,0.0524,0.00749,0.016,2.52966666666667,0.01267,NA
"29667","Algeria",1970,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0524,0.00953,0.018,2.66433333333333,0.01284,NA
"29660","Algeria",1971,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0543,0.01173,0.02,2.86766666666667,0.01347,NA
"29408","Algeria",1972,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0559,0.01375,0.016,2.855,0.01388,NA
"29513","Algeria",1973,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0574,0.01754,0.017,3.06466666666667,0.01401,NA
"29429","Algeria",1974,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0588,0.02109,0.0175,3.24633333333333,0.01413,NA
"29436","Algeria",1975,"DZA","Middle East & North Africa ","Non-OECD",0,250,0,0,0,0,NA,NA,0.0602,0.02443,0.018,3.421,0.0149,NA
"29387","Algeria",1976,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0902,0.026,0.0193,4.51666666666667,0.0154,NA
"29618","Algeria",1977,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.118,0.02568,0.0208,5.48266666666667,0.01662,NA
"29646","Algeria",1978,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.144,0.02808,0.0223,6.47933333333333,0.0187,NA
"29625","Algeria",1979,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1683,0.02723,0.024,7.31766666666667,0.02206,NA
"29632","Algeria",1980,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1735,0.02656,0.0243,7.47866666666667,0.02454,NA
"29681","Algeria",1981,"DZA","Middle East & North Africa ","Non-OECD",0,1000,2,0,3,0,NA,NA,0.1788,0.03877,0.0246,8.07233333333333,0.02599,NA
"29555","Algeria",1982,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1843,0.05017,0.025,8.649,0.02753,NA
"29653","Algeria",1983,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.19,0.0608,0.0253,9.20333333333333,0.02916,NA
"29611","Algeria",1984,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2004,0.06493,0.0257,9.701,0.03131,NA
"29492","Algeria",1985,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2098,0.06883,0.026,10.1543333333333,0.03338,NA
"29562","Algeria",1986,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2205,0.07057,0.0269,10.599,0.03571,NA
"29401","Algeria",1987,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2285,0.06995,0.0279,10.8783333333333,0.03821,NA
"29639","Algeria",1988,"DZA","Middle East & North Africa ","Non-OECD",0,750,2,0,1,0,NA,NA,0.2317,0.07219,0.0288,11.0896666666667,0.03908,NA
"29604","Algeria",1989,"DZA","Middle East & North Africa ","Non-OECD",0,125,0,0,1,0,NA,NA,0.2341,0.07349,0.0298,11.2463333333333,0.04009,NA
"29520","Algeria",1990,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,NA,0.001,0.2366,0.07481,0.0309,11.4103333333333,0.04113,NA
"29499","Algeria",1991,"DZA","Middle East & North Africa ","Non-OECD",0,1750,2,2,3,0,NA,0.0016,0.2381,0.07781,0.032,11.597,0.04219,NA
"29506","Algeria",1992,"DZA","Middle East & North Africa ","Non-OECD",0,2312,4,0,2,1,NA,0.0019,0.2396,0.08096,0.0331,11.7886666666667,0.04328,0
"29359","Algeria",1993,"DZA","Middle East & North Africa ","Non-OECD",0,1687,0,0,1,5,NA,0.0023,0.2412,0.08424,0.0343,11.9913333333333,0.0444,1e-05
"29366","Algeria",1994,"DZA","Middle East & North Africa ","Non-OECD",0,4562,0,0,0,7,NA,0.0027,0.2427,0.08761,0.0355,12.1936666666667,0.04555,4e-05
"29373","Algeria",1995,"DZA","Middle East & North Africa ","Non-OECD",0,4750,1,0,1,7,NA,0.0031,0.2443,0.09115,0.0367,12.405,0.04673,0.00017
"29415","Algeria",1996,"DZA","Middle East & North Africa ","Non-OECD",1,3437,0,0,0,1,NA,0.0046,0.2451,0.10703,0.038,13.0043333333333,0.04793,0.00031
"29485","Algeria",1997,"DZA","Middle East & North Africa ","Non-OECD",1,3750,0,0,0,2,NA,0.0049,0.2478,0.10821,0.0393,13.177,0.04917,0.00058
"29394","Algeria",1998,"DZA","Middle East & North Africa ","Non-OECD",1,3125,0,0,0,0,NA,0.0055,0.2521,0.10996,0.0407,13.4253333333333,0.05075,0.00108
"29597","Algeria",1999,"DZA","Middle East & North Africa ","Non-OECD",0,2187,0,0,0,1,0.000668,0.006,0.2534,0.11062,0.0421,13.5373333333333,0.05347,0.00199
"29583","Algeria",2000,"DZA","Middle East & North Africa ","Non-OECD",0,1875,0,0,0,0,0.001645,0.0066,NA,0.1086,NA,NA,0.05796,0.00369
"29590","Algeria",2001,"DZA","Middle East & North Africa ","Non-OECD",0,2750,2,0,2,0,0.000195,0.0071,NA,0.1135,NA,NA,0.06226,0.00687
"29541","Algeria",2002,"DZA","Middle East & North Africa ","Non-OECD",1,3375,0,0,2,0,0.016093,0.0078,NA,0.11586,NA,NA,0.06736,0.01287
"29352","Algeria",2003,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,0.022088,0.0084,NA,0.11675,NA,NA,0.07199,0.04565
"29331","Algeria",2004,"DZA","Middle East & North Africa ","Non-OECD",0,1875,0,0,0,0,0.046405,0.009,NA,NA,NA,NA,0.07693,0.15104
"29324","Algeria",2005,"DZA","Middle East & North Africa ","Non-OECD",0,1875,0,0,0,0,0.058235,0.0106,NA,NA,NA,NA,0.07801,0.41435
"29338","Algeria",2006,"DZA","Middle East & North Africa ","Non-OECD",0,1875,0,0,0,0,0.073153,NA,NA,NA,NA,NA,0.08448,0.62442
"29422","Algeria",2007,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,0.093294,NA,NA,NA,NA,NA,0.08945,0.80252
"29548","Algeria",2008,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,0.100043,NA,NA,NA,NA,NA,0.09472,0.91099
"29527","Algeria",2009,"DZA","Middle East & North Africa ","Non-OECD",1,1250,0,0,0,0,0.131712,NA,NA,NA,NA,NA,0.07218,0.91721
"29457","Algeria",2010,"DZA","Middle East & North Africa ","Non-OECD",1,1562,0,0,0,1,0.127288,NA,NA,NA,NA,NA,0.0803,0.90062
"29443","Algeria",2011,"DZA","Middle East & North Africa ","Non-OECD",0,7,1,0,3,0,0.143569,NA,NA,NA,NA,NA,NA,0.96719
"29478","Algeria",2012,"DZA","Middle East & North Africa ","Non-OECD",0,0,0,0,0,0,0.15585,NA,NA,NA,NA,NA,NA,NA
"29471","Algeria",2013,"DZA","Middle East & North Africa ","Non-OECD",1,1625,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA
"4029","Andorra",1975,"AND","Europe & Central Asia ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.2222,0.11481,0,11.2336666666667,0.14444,NA
"4008","Andorra",1976,"AND","Europe & Central Asia ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.2068,0.11034,0,10.5713333333333,0.24482,NA
"3938","Andorra",1977,"AND","Europe & Central Asia ","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.2333,0.11333,0,11.5543333333333,0.34666,NA
"3994","Andorra",1978,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2187,0.10937,0,10.9356666666667,0.36562,NA
"4022","Andorra",1979,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2058,0.10529,0,10.3696666666667,0.35882,NA
"3973","Andorra",1980,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1944,0.10166,0,9.86866666666667,0.43888,NA
"3868","Andorra",1981,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1842,0.09842,0,9.42066666666667,0.44736,NA
"3854","Andorra",1982,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.175,0.09575,0,9.025,0.4575,NA
"3826","Andorra",1983,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1666,0.09309,0,8.65633333333333,0.45238,NA
"3910","Andorra",1984,"AND","Europe & Central Asia ","Non-OECD",0,250,0,0,0,0,NA,NA,0.159,0.0909,0,8.33,0.48409,NA
"3770","Andorra",1985,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1777,0.09088,0,8.95266666666667,0.48444,NA
"3805","Andorra",1986,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1702,0.08893,0,8.63766666666667,0.47659,NA
"3819","Andorra",1987,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1836,0.10224,0,9.528,0.46938,NA
"3861","Andorra",1988,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1764,0.11764,0,9.80133333333333,0.46274,NA
"4001","Andorra",1989,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1886,0.13207,0,10.689,0.45471,0.0132
"4036","Andorra",1990,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.1964,0.14285,0,11.3083333333333,0.44285,0.09285
"4015","Andorra",1991,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2068,0.17241,0,12.6403333333333,0.43793,0.10172
"3980","Andorra",1992,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2,0.2,0.0045,13.4833333333333,0.43333,0.11166
"3952","Andorra",1993,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2131,0.2459,0.0052,15.4733333333333,0.4377,0.12459
"3889","Andorra",1994,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2131,0.31147,0.0055,17.669,0.45737,0.14262
"3903","Andorra",1995,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2258,0.38709,0.0059,20.6263333333333,0.47096,0.15806
"3784","Andorra",1996,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.238,0.41269,0.0063,21.8996666666667,0.48571,0.17619
"3833","Andorra",1997,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2539,0.42857,0.0067,22.9723333333333,0.50793,0.19841
"3777","Andorra",1998,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,0.2656,0.46875,0.0071,24.715,0.51093,0.22031
"3882","Andorra",1999,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.076923,NA,0.2769,0.50769,0.0075,26.403,0.51384,0.24461
"3798","Andorra",2000,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.106061,NA,NA,0.54545,NA,NA,0.51818,0.27121
"3875","Andorra",2001,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.149254,NA,NA,0.59701,NA,NA,0.52089,0.30149
"3987","Andorra",2002,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.117391,NA,NA,0.63768,NA,NA,0.51014,0.33043
"3959","Andorra",2003,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.138889,NA,NA,0.66666,NA,NA,0.49305,0.35833
"3966","Andorra",2004,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.28,NA,NA,NA,NA,NA,0.47866,0.388
"3945","Andorra",2005,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.384615,NA,NA,NA,NA,NA,0.4641,0.42051
"3896","Andorra",2006,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.493827,NA,NA,NA,NA,NA,0.45061,0.45679
"3840","Andorra",2007,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.702381,NA,NA,NA,NA,NA,0.44285,0.75595
"3924","Andorra",2008,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.678161,NA,NA,NA,NA,NA,0.42988,0.73793
"3791","Andorra",2009,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.744444,NA,NA,NA,NA,NA,0.42222,0.72222
"3917","Andorra",2010,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.678495,NA,NA,NA,NA,NA,0.4086,0.69892
"3931","Andorra",2011,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.678495,NA,NA,NA,NA,NA,NA,0.69892
"3847","Andorra",2012,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,0.727957,NA,NA,NA,NA,NA,NA,NA
"3812","Andorra",2013,"AND","Europe & Central Asia ","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2923","Angola",1975,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0171,9e-05,0.02,1.23966666666667,0.00481,NA
"2895","Angola",1976,"AGO","Sub-Saharan Africa ","Non-OECD",1,3375,0,1,0,0,NA,NA,0.0172,0.00013,0.0205,1.261,0.00462,NA
"2930","Angola",1977,"AGO","Sub-Saharan Africa ","Non-OECD",1,5500,0,0,0,0,NA,NA,0.0169,0.00017,0.021,1.269,0.00429,NA
"2909","Angola",1978,"AGO","Sub-Saharan Africa ","Non-OECD",1,1250,0,0,0,0,NA,NA,0.0174,2e-04,0.0215,1.30333333333333,0.00411,NA
"3000","Angola",1979,"AGO","Sub-Saharan Africa ","Non-OECD",2,2500,0,0,0,0,NA,NA,0.0183,0.00145,0.022,1.39166666666667,0.00442,NA
"2916","Angola",1980,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.0191,0.00263,0.018,1.32433333333333,0.00475,NA
"2881","Angola",1981,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.022,0.00302,0.0166,1.38733333333333,0.00511,NA
"2979","Angola",1982,"AGO","Sub-Saharan Africa ","Non-OECD",1,1250,0,0,0,0,NA,NA,0.0252,0.00346,0.0153,1.46533333333333,0.0055,NA
"3049","Angola",1983,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.029,0.00398,0.0141,1.56933333333333,0.00592,NA
"3133","Angola",1984,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0333,0.00412,0.013,1.68066666666667,0.00637,NA
"3070","Angola",1985,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0385,0.00428,0.0128,1.85266666666667,0.00714,NA
"3056","Angola",1986,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0445,0.00445,0.0127,2.055,0.00801,NA
"3028","Angola",1987,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0389,0.00542,0.0125,1.894,0.00898,NA
"3021","Angola",1988,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.034,0.00549,0.0123,1.72633333333333,0.00845,NA
"3098","Angola",1989,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0297,0.00554,0.0122,1.58133333333333,0.00792,NA
"3014","Angola",1990,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0259,0.00568,0.012,1.45266666666667,0.00744,1e-04
"2958","Angola",1991,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,0.027,0.00592,0.0118,1.49066666666667,0.00698,0.00019
"2965","Angola",1992,"AGO","Sub-Saharan Africa ","Non-OECD",0,1875,0,0,0,0,NA,NA,0.0284,0.00617,0.0116,1.539,0.00674,0.00035
"3007","Angola",1993,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0298,0.0065,0.0114,1.59,0.0065,0.00064
"3140","Angola",1994,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0313,0.00682,0.0112,1.644,0.00627,0.00117
"3126","Angola",1995,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0329,0.00712,0.011,1.70066666666667,0.00605,0.00017
"3035","Angola",1996,"AGO","Sub-Saharan Africa ","Non-OECD",0,1875,0,0,0,0,NA,NA,0.0523,0.00871,0.012,2.43366666666667,0.00584,0.00032
"3112","Angola",1997,"AGO","Sub-Saharan Africa ","Non-OECD",1,1250,0,0,0,0,NA,7e-04,0.0537,0.0128,0.013,2.65,0.00563,0.00058
"3119","Angola",1998,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,NA,8e-04,0.0552,0.01486,0.014,2.802,0.00543,0.00107
"3063","Angola",1999,"AGO","Sub-Saharan Africa ","Non-OECD",0,1875,0,0,0,0,0.000818,0.001,0.0568,0.01724,0.015,2.968,0.00549,0.00196
"2937","Angola",2000,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.002401,0.0012,0.0652,0.02,NA,NA,0.00557,0.00206
"3077","Angola",2001,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,0.004699,0.0013,NA,0.02318,0.0025,NA,0.00585,0.00677
"2902","Angola",2002,"AGO","Sub-Saharan Africa ","Non-OECD",1,3125,0,0,0,0,0.003011,0.002,NA,0.02577,0.0024,NA,0.00588,0.01299
"2874","Angola",2003,"AGO","Sub-Saharan Africa ","Non-OECD",1,1250,0,0,0,0,0.003993,NA,NA,0.02871,0.0023,NA,0.0057,0.02491
"2986","Angola",2004,"AGO","Sub-Saharan Africa ","Non-OECD",1,1250,0,0,0,0,0.004842,NA,NA,NA,0.0023,NA,0.00552,0.04777
"3091","Angola",2005,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.011811,0.0058,NA,NA,NA,NA,0.00549,0.10014
"2993","Angola",2006,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.019512,0.0066,NA,NA,NA,NA,0.00546,0.13551
"2972","Angola",2007,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.0287,NA,NA,NA,NA,NA,0.00543,0.28593
"2951","Angola",2008,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.03052,NA,NA,NA,NA,NA,0.00634,0.37586
"2888","Angola",2009,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.032814,NA,NA,NA,NA,NA,0.01638,0.43837
"2944","Angola",2010,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.1029,NA,NA,NA,NA,NA,0.01594,0.46894
"3105","Angola",2011,"AGO","Sub-Saharan Africa ","Non-OECD",0,3,1,0,0,0,0.154081,NA,NA,NA,NA,NA,NA,0.48591
"3084","Angola",2012,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,0.176606,NA,NA,NA,NA,NA,NA,NA
"3042","Angola",2013,"AGO","Sub-Saharan Africa ","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1566","Anjouan",1997,"","Other","Non-OECD",0,1875,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1567","Anjouan",1998,"","Other","Non-OECD",0,1875,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1568","Anjouan",1999,"","Other","Non-OECD",0,3750,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1569","Anjouan",2000,"","Other","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"6003","Antigua and Barbuda",1981,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.3166,0.25833,0.0978,22.4243333333333,0.08,NA
"5933","Antigua and Barbuda",1982,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.3114,0.26229,0.0976,22.3763333333333,0.0836,NA
"5940","Antigua and Barbuda",1983,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.3114,0.27049,0.0974,22.643,0.09016,NA
"5982","Antigua and Barbuda",1984,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.3225,0.2837,0.0972,23.4466666666667,0.09354,NA
"5905","Antigua and Barbuda",1985,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.3387,0.30258,0.097,24.6093333333333,0.1,NA
"5912","Antigua and Barbuda",1986,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.3548,0.32258,0.0964,25.7926666666667,0.10645,NA
"5821","Antigua and Barbuda",1987,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.365,0.32873,0.0958,26.3176666666667,0.11111,NA
"5835","Antigua and Barbuda",1988,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.365,0.34047,0.0952,26.689,0.11746,NA
"5989","Antigua and Barbuda",1989,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.375,0.34703,0.0946,27.221,0.15781,NA
"6010","Antigua and Barbuda",1990,"ATG","Latin America & Caribbean ","Non-OECD",0,0,0,0,0,0,NA,NA,0.4062,0.35937,0.094,28.6523333333333,0.21718,0.02187
